player_id,player_name,team_id,team_name,season,league,level,position,age,games,games_started,wins,losses,innings_pitched,hits_allowed,runs_allowed,earned_runs,home_runs_allowed,walks,strikeouts,era,whip,strikeouts_per_9,walks_per_9,hits_per_9,strikeout_walk_ratio,saves,holds,ip_decimal,hr_per_9
662914,Ryan Shreve,235,Memphis Redbirds,2025,INT,AAA,P,27,10,1,2,0,21.1,25,17,16,7,11,14,6.75,1.69,5.91,4.64,10.55,1.27,0,0,21.333333333333332,2.953125
676546,Michael Gomez,235,Memphis Redbirds,2025,INT,AAA,P,28,23,2,2,2,34.0,33,30,26,5,23,30,6.88,1.65,7.94,6.09,8.74,1.30,0,2,34.0,1.3235294117647058
691828,Sem Robberse,235,Memphis Redbirds,2025,INT,AAA,P,23,4,4,1,1,14.2,23,14,12,2,8,19,7.36,2.11,11.66,4.91,14.11,2.38,0,0,14.666666666666666,1.2272727272727275
668676,Zach Plesac,235,Memphis Redbirds,2025,INT,AAA,P,30,15,14,1,8,58.2,69,54,50,13,31,47,7.67,1.70,7.21,4.76,10.59,1.52,0,0,58.666666666666664,1.9943181818181819
678016,Ian Bedell,235,Memphis Redbirds,2025,INT,AAA,P,25,14,14,0,5,52.0,65,46,46,14,24,51,7.96,1.71,8.83,4.15,11.25,2.13,0,0,52.0,2.423076923076923
676047,Osvaldo Berrios,235,Memphis Redbirds,2025,INT,AAA,P,25,12,0,0,1,14.2,23,16,15,5,9,14,9.20,2.18,8.59,5.52,14.11,1.56,0,0,14.666666666666666,3.0681818181818183
801187,Chase Adkison,443,Peoria Chiefs,2025,MID,A+,C,25,1,0,0,0,1.0,1,0,0,0,0,0,0.00,1.00,0.00,0.00,9.00,-.--,0,0,1.0,0.0
815104,Graysen Tarlow,443,Peoria Chiefs,2025,MID,A+,C,23,1,0,0,0,0.1,1,0,0,0,1,0,0.00,6.00,0.00,27.00,27.00,0.00,0,0,0.3333333333333333,0.0
703106,Ricardo Velez,443,Peoria Chiefs,2025,MID,A+,P,26,3,0,2,0,6.1,5,1,0,0,3,2,0.00,1.26,2.84,4.26,7.11,0.67,0,0,6.333333333333333,0.0
695003,Randel Clemente,443,Peoria Chiefs,2025,MID,A+,P,23,7,0,0,0,9.2,3,2,2,0,4,12,1.86,0.72,11.17,3.72,2.79,3.00,0,1,9.666666666666666,0.0
701469,Jack Findlay,443,Peoria Chiefs,2025,MID,A+,P,22,5,0,0,1,9.1,6,3,2,0,3,11,1.93,0.96,10.61,2.89,5.79,3.67,0,1,9.333333333333334,0.0
695766,Mason Molina,443,Peoria Chiefs,2025,MID,A+,P,21,5,5,2,1,21.2,15,6,5,2,15,27,2.08,1.38,11.22,6.23,6.23,1.80,0,0,21.666666666666668,0.8307692307692307
801078,Braden Davis,443,Peoria Chiefs,2025,MID,A+,P,22,8,8,3,2,36.2,15,11,9,0,23,50,2.21,1.04,12.27,5.65,3.68,2.17,0,0,36.666666666666664,0.0
815119,Tanner Franklin,443,Peoria Chiefs,2025,MID,A+,P,21,2,2,0,0,4.0,3,1,1,0,4,5,2.25,1.75,11.25,9.00,6.75,1.25,0,0,4.0,0.0
826314,Mason Burns,443,Peoria Chiefs,2025,MID,A+,P,23,17,0,2,1,27.0,17,10,7,1,10,32,2.33,1.00,10.67,3.33,5.67,3.20,4,0,27.0,0.3333333333333333
691711,Jawilme Ramírez,443,Peoria Chiefs,2025,MID,A+,P,23,39,0,5,3,59.2,50,28,20,5,31,53,3.02,1.36,7.99,4.68,7.54,1.71,2,3,59.666666666666664,0.7541899441340782
802680,Tyler Bradt,443,Peoria Chiefs,2025,MID,A+,P,24,26,1,1,4,45.1,32,27,16,3,36,49,3.18,1.50,9.73,7.15,6.35,1.36,1,2,45.333333333333336,0.5955882352941176
805374,Tanner Jacobson,443,Peoria Chiefs,2025,MID,A+,P,25,31,0,6,5,50.2,39,18,18,2,37,61,3.20,1.50,10.84,6.57,6.93,1.65,2,1,50.666666666666664,0.3552631578947369
828594,Michael Watson,443,Peoria Chiefs,2025,MID,A+,P,23,22,0,2,1,34.1,20,15,13,4,22,37,3.41,1.22,9.70,5.77,5.24,1.68,3,2,34.333333333333336,1.0485436893203883
684485,Benjamin Arias,443,Peoria Chiefs,2025,MID,A+,P,23,33,0,2,1,56.1,43,28,23,3,24,43,3.67,1.19,6.87,3.83,6.87,1.79,2,4,56.333333333333336,0.4792899408284023
825576,Brandt Thompson,443,Peoria Chiefs,2025,MID,A+,P,22,4,3,0,1,15.0,10,7,7,1,4,23,4.20,0.93,13.80,2.40,6.00,5.75,0,1,15.0,0.6
